time,step,loss,loss1,loss2,loss3,loss21,loss31
153643.607505,33.0,-95.34670110061528,-0.8497848804303652,-1.970155995057536,-8.39805706252121,-0.05892823538781632,-0.05281748215510325
153648.885226,34.0,-24.504070271951104,-0.14536947713084158,-1.9050612063725145,-8.062061352494432,-0.11110981786170604,-0.554726246891588
153653.991074,35.0,-250.5292643497186,-2.3582785217475144,-1.8745333199794054,-12.826878854987767,-0.04622368138899653,-0.14176052333915606
153659.114221,36.0,-155.41909320740862,-1.4456772386217167,-1.5351455773453175,-9.316223767891607,-0.03302198998477963,-0.0022136049360036852
153704.334906,37.0,-53.60248900609371,-0.4254517817266395,-2.3248190279281222,-8.73249180550164,-0.0146592823143946,-0.047135954043924816
153709.462663,38.0,-444.00475431878675,-4.245857153306453,-2.2148984628338293,-17.204140525307622,-0.0211666303222999,-0.08149006027425082
153714.607691,39.0,-23.51466743783114,-0.13900685943757762,-2.2479081618442476,-7.366073332229129,-0.03774025270921923,-0.34346785909837485
153719.807722,40.0,-149.3361478099607,-1.37322482428931,-1.5391299570984782,-10.47453542393122,-0.03165653517849371,-0.007759566549673675
153724.9319,41.0,-562.0750566150432,-5.479363425736305,-2.4138548610400723,-11.724859180372766,-0.0005825491784811022,-0.10622826079140872
153730.02258,42.0,-363.620463638075,-3.4701111535831246,-1.9259763432112462,-14.683371936551204,-0.020747197759196163,-0.647859807259515
153735.310656,43.0,-105.56586232400119,-0.9524391573762965,-1.797372634481026,-8.524573951890508,-9.756635975092642e-05,-0.5736466036222876
153740.551475,44.0,-182.41465248976954,-1.7057090963665775,-1.721859860496468,-10.1218829926153,-0.0030878670135703872,-3.806966394186021e-05
153745.718378,45.0,-238.17727637825715,-2.256866989517706,-2.124267154111844,-10.366310272374728,-0.12233621344724296,-0.15051178058643827
153750.897604,46.0,-262.06836723103083,-2.4271130995036776,-1.827867521408879,-17.529189759254194,-0.005560136413576082,-0.5894131237063558
153756.089365,47.0,-100.3715497717993,-0.8948934354785765,-2.0231669844643965,-8.859039239477251,-0.007293893017910421,-0.009508358886130157
153801.205822,48.0,-343.3659496500348,-3.2693825759637076,-1.742801751235433,-14.684890302428563,-0.0002907577698603274,-0.7497146049628407
153806.378696,49.0,-202.98835683007133,-1.9183821967335564,-1.6992971109811552,-9.450840045734571,-0.039899080686885864,-0.14100809322361277
153811.571162,50.0,-364.73269266827737,-3.52046432197898,-1.5813906362130628,-11.104869834166315,-0.014862054257839917,-0.04290058349521458
153816.683594,51.0,-166.55605545292502,-1.5880125682581219,-2.055972814503507,-5.698825812609362,-0.11063978053540735,-0.07229293638658897
153822.069112,52.0,-221.19685256606516,-2.1355994226813397,-1.8306564328173474,-5.80625386511386,-0.01191798399486579,-0.46103132311964035
153827.184984,53.0,-43.55833555497376,-0.34278231357570227,-1.1838296488537823,-8.096274548549754,-0.0007452665921449655,-0.47856364420372255
153832.39357,54.0,-383.2806322185564,-3.715486529960856,-2.2505405482948198,-9.481438674175921,-0.01985531915828586,-0.5127778885902464
153837.545928,55.0,-216.25721893241914,-2.0349109814491886,-2.253569016935459,-10.51255177056486,-0.028347797626882797,-0.15676781228179948
153842.823839,56.0,-299.33013057139624,-2.8126044523666565,-2.0389711683935436,-16.03071416633706,-0.04219322906121612,-0.12283105504896494
153848.328019,57.0,-44.14028314838013,-0.3322002069232713,-2.1600172650432126,-8.76024519100978,-0.038499623507263145,-0.3233040897701681
153853.469967,58.0,-540.8826171835497,-5.25986000513957,-2.1705167275426915,-12.726099942049919,-0.07470462455684691,-0.4693978650018572
153858.726678,59.0,-164.22243774596518,-1.5436650846568716,-2.3836254099545773,-7.472303870323427,-0.1653663507842645,-0.41333446901139614
153903.848111,60.0,-181.54208898311163,-1.719360752415571,-2.3504430665094906,-7.255570675045031,-0.005097250312091782,-9.31309865862132e-05
153909.041597,61.0,-235.0039635677156,-2.1671143180872035,-2.225795591398285,-16.066736167597007,-0.09712292474886028,-0.543315539998576
153914.383674,62.0,-91.39467061122228,-0.8320445836486023,-2.0081636096602034,-6.182048636701854,-0.10078880800109356,-0.022615032022628934
153919.527312,63.0,-142.04767071638568,-1.263881769827837,-2.6251102852538106,-13.034383448348162,-0.09397684673140572,-0.07565454344641696
153924.619166,64.0,-13.667228899028316,-0.05983709196038597,-1.6169002839273081,-6.0666194190624125,-0.1187350995836258,-0.13095183762482368
153929.813401,65.0,-340.7988804404803,-3.206907852481064,-2.259362205137612,-17.84873298723616,-0.0017585788076519976,-0.27989667175292965
153934.78959,66.0,-11.475695032409194,-0.017217814425674598,-1.6742861555395538,-8.079627434302179,-0.013884126908026637,-0.01004836550603807
153940.07045,67.0,-26.853907273402502,-0.15582127178522767,-2.2823581987032986,-8.98942189617644,-0.01412188798252109,-0.009341209602169692
153945.197536,68.0,-20.698956640552016,-0.12083276514015204,-1.9354121025496596,-6.680268023987157,-0.04764836601629853,-0.6365263913102746
153950.259007,69.0,-315.8219600151256,-3.011243671677444,-1.546329977982602,-13.151262869398648,-0.08238193724419922,-0.003855050159707666
153955.467897,70.0,-190.97845858410247,-1.785294291019287,-2.3761018122936908,-10.072927669880059,-0.11358620048650354,-0.005423814147513361
154000.578785,71.0,-106.374609220142,-0.9502700856333008,-1.6892209695096065,-9.658379687302325,-0.06448930535685272,-0.01174517916329205
154005.738241,72.0,-145.23095148478137,-1.2550794141938282,-1.9288796524976721,-17.794130412900895,-0.0020686483809724456,-0.047298485266864296
154010.741449,73.0,-175.13468807462954,-1.607478487429262,-2.51491536016884,-11.871923971534493,-0.04586873814783991,-0.01211275540329516
154015.974667,74.0,-41.15261117164852,-0.3365895770702849,-2.2199667484121814,-5.273686716207851,-0.007909242161601781,-0.12051842574521901
154021.1637,75.0,-217.54594473812796,-2.0084111473049524,-2.1819235438849574,-14.52290646374773,-0.13389367833435534,-0.7649032222583891
154026.282206,76.0,-256.658320655447,-2.390327856731033,-2.061312233640991,-15.564222748702667,-0.005556919178349898,-0.38351077724743643
154031.431853,77.0,-103.20206422094677,-0.7844467932527714,-2.012700346194527,-22.744684549475107,-0.0019917875845134256,-0.6643587021061776
154036.637012,78.0,-83.7609583204196,-0.7440591854590932,-2.069877276344679,-7.285162498165588,-0.06907729344225302,-0.3252654908141718
154041.722181,79.0,-186.33677810658264,-1.6991377757804842,-2.2686682274272734,-14.154332301106976,-0.0625665517789591,-0.13611479843792043
154046.853062,80.0,-268.1760699700907,-2.467755992794408,-2.002324453430202,-19.39814623721984,-0.012382265675457194,-0.3308831161994487
154052.047303,81.0,-35.21258686922486,-0.28110972149436037,-1.4321820963115577,-5.669432623477258,-0.007315723845243455,-0.3070008629319668
154057.130734,82.0,-169.1763349210513,-1.4872860602513855,-2.165217676044127,-18.282511219868674,-0.043000679474799894,-0.7274274761480242
154102.214948,83.0,-117.46434277104099,-1.073109903668684,-2.0692640114749223,-8.084088392697668,-0.0913738659371212,-0.0611837746346444
154107.397286,84.0,-157.171883316131,-1.4586610592044809,-1.8965361049398894,-9.409241290743006,-0.03437484968481213,-0.23075669475127175
154112.494506,85.0,-124.71720678881417,-1.1262851980208106,-1.7811052261002247,-10.307581760632859,-0.014414050044195728,-0.004383116486445068
154117.666412,86.0,-112.10524858378308,-0.946240044029738,-1.8994392212657634,-15.581804959543481,-0.005011607983787545,-0.16569997795464592
154122.983052,87.0,-31.267368131275454,-0.2334800663467248,-1.531980410271801,-6.3873810863311675,-0.00018655390095990152,-0.12441565124198795
154128.03106,88.0,-62.87029591460754,-0.5097895157864244,-2.36988600852533,-9.521458327439785,-0.0266153576464355,-0.21420413020634654
154133.194795,89.0,-108.04593666152441,-0.8363615411900521,-1.832166546062677,-22.577615996456498,-0.054092043096961334,-0.5059925570309312
154138.35098,90.0,-178.89193030695637,-1.6510442053250713,-1.948709648806912,-11.838800125642349,-0.03846428670171276,-0.01411973280293495
154143.468637,91.0,-47.56653004710258,-0.36977819898676917,-2.044092028149274,-8.544618120276395,-0.03320170055270009,-0.3934694432550967
154148.536109,92.0,-151.91058975739222,-1.329570242439823,-1.9062460018412146,-17.04731951156874,-0.00765741843589768,-0.22242209806331986
154153.69585,93.0,-102.90348170987014,-0.8758957335653522,-2.058081858323291,-13.255826495011606,-0.00025123479585349544,-0.465750406511724
154158.896741,94.0,-45.0393897151385,-0.3598740682853932,-2.5973582773727313,-6.454624609226454,-0.03265084928829688,-0.3670445525852144
154203.969586,95.0,-167.871351547405,-1.536678828902386,-2.2026789218002554,-12.000789735366155,-0.09031630699420722,-0.3001325010246411
154208.985036,96.0,-101.72498180716316,-0.9135177362604513,-2.529223755407903,-7.843984425710135,-0.01372378108221665,-0.02141070116710663
154213.923592,97.0,-83.70092199686653,-0.6323924773978956,-2.5408386983924856,-17.92083555868451,-0.046745731299335604,-0.584357922731638
154218.901343,98.0,-16.687432597908593,-0.08071637791005815,-1.6991180030789546,-6.916676803823821,-0.00034976812697318384,-0.13247386106042938
154224.035532,99.0,-37.583763794006074,-0.28892752278788364,-2.9200737307454845,-5.770937784472236,-0.036475267511322164,-0.2147576108795926
154229.262993,100.0,-23.811018687786483,-0.13024031757804488,-2.980724839506775,-7.806262090475221,-0.15113512625800074,-0.023685364533126356
154234.33397,101.0,-256.7045503483248,-2.3372994136147645,-1.3674267433049805,-21.607182243543388,-0.021263924069220203,-0.23311855865544243
154239.352366,102.0,-114.48629843781296,-0.992425254945561,-1.4651769244899298,-13.778596018766933,-0.0027384286246448755,-0.4482437045815587
154244.437584,103.0,-37.56610540240898,-0.2561069390204655,-1.7181239698924713,-10.237287530469963,-0.0036305337494164707,-0.043710650667994635
154249.38756,104.0,-198.5498780144221,-1.7709467886261792,-2.329365889485598,-19.125833262318633,-0.03270577260976774,-0.31955409292694925
154254.370213,105.0,-41.85986394087459,-0.32340968010295335,-1.725110348422235,-7.793785582157028,-0.10321450511634352,-0.09843414210157098
154259.483173,106.0,-113.08106297333433,-0.9540282336732161,-2.365364001180457,-15.312875604832264,-0.0014058228354379542,-0.022690949568571518
154304.608782,107.0,-83.97831096437557,-0.7143483110914485,-2.9019794137031343,-9.641500441527608,-0.001002279767498374,-0.015567650682270525
154309.63574,108.0,-86.15554401113278,-0.75178822949286,-1.5973680152699095,-9.379353046576865,-0.11081249915521592,-0.21379832594545187
154314.743789,109.0,-73.05631640183836,-0.6012625712907819,-1.8045190961271964,-11.125540176632954,-0.03852075017323345,-0.00037419613981246914
154319.747942,110.0,-91.76033883230485,-0.8191945711228751,-2.1213558053907597,-7.719525914626593,-0.10699987650460377,-9.960950396303088e-05
154324.771469,111.0,-62.7927392009762,-0.41978638833214593,-2.148879930507058,-18.665220437254558,-0.21866948261329533,-0.2833429420945197
154329.946866,112.0,-63.87795736929106,-0.5609905650776408,-2.7097296393080934,-5.069171222218894,-0.0327072833298631,-0.1455693449767884
154335.038518,113.0,-45.73564515206878,-0.3631202102047075,-1.466673929309575,-7.956950202288456,-0.0007362230372652415,-0.2905548967450261
154340.11427,114.0,-34.610814868274296,-0.26168592601048435,-2.020440275818238,-6.421781991407622,-0.061476724744942035,-0.18203799570522458
154345.168182,115.0,-68.94372421964238,-0.49323242007770357,-1.6901613297480962,-17.930320882123926,-0.03365937277983874,-0.3793814939307943
154350.276891,116.0,-92.57548983361661,-0.768328102973296,-1.5761164320113665,-14.166563104275658,-0.0654591672978364,-0.019507154766976828
154355.33737,117.0,-83.73455096097506,-0.6367223920571017,-2.5748190622311538,-17.487492693033744,-0.10925512690134348,-0.10068781228328495
154400.586659,118.0,-76.02943151175012,-0.6470435292034727,-2.3925961037788817,-8.93248248762399,-0.027787917624078687,-0.3033746042731703
154405.594816,119.0,-52.18571421844413,-0.41767501071511537,-1.7888556554472341,-8.62935749148536,-0.023113980030573904,-0.4615665157059431
154410.584552,120.0,-9.950716133554982,-0.020062127321931845,-2.7195228443460344,-5.224980557015764,-0.11604610561729223,-0.08893028951223939
154415.646553,121.0,-57.7619607962438,-0.40042191972645297,-2.0252327255629217,-15.694536098035583,-0.01923855680081993,-0.09828011865651234
154420.740929,122.0,-94.28785729786476,-0.8073381540463032,-1.9689100493206662,-11.585131843913775,-0.02343805128657259,-0.026496438440838824
154425.807002,123.0,-43.6634477240186,-0.36153976169546775,-2.4134021027414234,-5.096069451730405,-0.1357626341763139,-0.0926842911108248
154430.993436,124.0,-25.005825598307908,-0.1584382818944259,-2.6936164364692456,-6.4683809723960675,-0.000625442784339189,-0.30309642645835877
154435.949877,125.0,-100.17800325093128,-0.7924923126560474,-2.915674838340364,-18.013097146986212,-0.028329874781761313,-0.38002904252558944
154441.037201,126.0,-75.66641282936783,-0.5881783647020811,-1.638859967610732,-15.20971639154899,-0.057772958105314756,-0.12211033598133177
154446.045219,127.0,-55.61379046602784,-0.3641042445678319,-2.5202552362141057,-16.68311077303053,-0.11563249289786817,-0.04424087205931544
154451.103963,128.0,-89.1752458355553,-0.7235164466277517,-1.5507660649191624,-15.27283510786099,-0.0003586036036312577,-0.16505130693137646
154456.086667,129.0,-114.44219031199596,-0.9722354300423535,-0.995256650471551,-16.22339065728906,-0.00038989844629168553,-0.6432761960454285
154501.087609,130.0,-7.848229144204547,-0.009273891377101882,-1.4540365144997347,-5.466803491994624,-0.08158900236795842,-0.15696103403815626
154506.25182,131.0,-51.93653601263498,-0.38272578607228913,-2.017048261372784,-11.64690914403329,-0.0655387043230161,-0.30973225514853
154511.25536,132.0,-46.679581009404224,-0.23776893043369002,-1.5989296439601048,-21.30375832207512,-0.017068247465092688,-0.5252619065484255
154516.508198,133.0,-34.0382418465016,-0.2671528150858477,-3.038488289696766,-4.284472048220071,-0.07983019607253372,-0.003402742049768568
154521.420691,134.0,-9.451696821707271,-0.017752057835859092,-1.510472344872392,-6.166018693248968,-0.05551357894450519,-0.04706618131440132
154526.592963,135.0,-79.40503101818277,-0.5479650859533852,-3.0149532754244532,-21.593569147419796,-0.003962890271525831,-0.06977550247344377
154531.581554,136.0,-81.13861551919395,-0.6466507773287155,-1.9439081833395975,-14.52962960298278,-0.023661717364151964,-0.3814548598708659
154536.693916,137.0,-31.25208590937476,-0.23709850401029994,-2.321889840986997,-5.2203456673577655,-0.02183772088241577,-0.03396276552625
154541.708532,138.0,-88.57471469578789,-0.6629713194029416,-1.5688126608061723,-20.708770094687548,-3.4841083288192614e-05,-0.32731277271416037
154546.578729,139.0,-8.120733894692675,-0.021205368507553578,-1.271276642632192,-4.728920401305126,-0.0002542284387871622,-0.07357516497694422
154551.741478,140.0,-51.997423868280826,-0.4581496336094243,-2.1336999598282524,-4.048760547510166,-0.07942504442281276,-0.008950548427938484
154556.785577,141.0,-113.73802821887327,-0.9050897164978577,-1.4814914617121406,-21.74756510737533,-0.003051466533243655,-0.3870998567233383
154601.860969,142.0,-58.24369889919925,-0.3609360673004872,-2.218615473172136,-19.931476695978375,-1.3049145787954412e-05,-0.31840853734244406
154607.141245,143.0,-39.971041592918134,-0.32437083441529246,-1.8564142337573573,-5.677543917631518,-0.0061232368216067555,-0.006661010127849877
154612.373802,144.0,-42.85322477879347,-0.33451974059109524,-2.9288160227083697,-6.472434696975578,-0.13296937900456787,-0.3361367798410207
154617.476702,145.0,-45.14465987556996,-0.3723316357775544,-2.460741209364696,-5.450755088449819,-0.008402823540851471,-0.019302010055523365
154622.409053,146.0,-151.74651401861001,-1.3186347669574605,-1.2302511442755204,-18.652786178588435,-0.00016907615692913526,-0.3247065819723308
154627.523508,147.0,-98.24522106696294,-0.815130960522285,-2.1503841788876166,-14.58174083584683,-0.13662115310570597,-0.3629218964660168
154632.691832,148.0,-68.58908062243108,-0.3937544822303534,-2.6114501731793673,-26.602182226216378,-0.04247717354446649,-0.6348798029519618
154637.702789,149.0,-105.25805482107678,-0.9354973576597732,-1.1732264588308792,-10.535092596268587,-0.005570688684113324,-0.0003672998120589181
154642.807875,150.0,-85.35897173088564,-0.7250575261398159,-1.6116743137276408,-11.241544803176406,-0.014556415413692592,-0.0996276924562268
154647.854357,151.0,-25.741850082690704,-0.0615079914600826,-2.2532046933235454,-17.3378462433589,-0.06273319390185177,-0.2019450613974668
154653.023787,152.0,-101.16839387388842,-0.8569168771938627,-2.1464601697954553,-13.330245984706679,-0.2178890710875988,-0.007888299239635469
154658.331989,153.0,-51.63190689049736,-0.3642419584600654,-1.5640926091475682,-13.643618435343244,-0.0025432759012877955,-0.002569529154039919
154703.397017,154.0,-41.724901302910936,-0.30028082327806327,-1.1085727854393281,-10.588246189665284,-0.0035909420206323263,-0.34150403305318955
154708.549096,155.0,-67.47793240521013,-0.5852650894582873,-2.1431999674140663,-6.808223491967348,-0.07083373607559502,-0.3619894381844103
154713.768571,156.0,-85.93159051546657,-0.572044050169465,-2.1835041448481736,-26.54368135367188,-0.0676158576934645,-0.4965858745886982
154718.871497,157.0,-56.946447516365254,-0.5030670958925028,-1.567958106744794,-5.071779820370185,-0.019032275187345217,-6.795990273356404e-06
154723.936326,158.0,-84.25588025877575,-0.5427759332170956,-2.5083729828733876,-27.469913954192787,-0.000986769667088985,-0.5582857521431148
154729.039178,159.0,-69.01480179779003,-0.5232554874334697,-1.7182896370498704,-14.970963417393177,-0.14082973103141785,-0.40582241540417074
154734.00351,160.0,-63.65930966086911,-0.4614264705940929,-2.4852524341735958,-15.03141016728622,-0.00020754598657786796,-0.00515072894858662
154739.010744,161.0,-99.29447976877495,-0.8557005439006172,-1.1661209540433797,-12.558304424669839,-0.00025093597927689556,-0.3294036579247937
154743.993891,162.0,-33.72436267381288,-0.17431636905479891,-1.3871228856146216,-14.905602882718357,-0.056678799166820934,-0.5649553637114167
154749.168425,163.0,-69.84177584816494,-0.4883597105841847,-2.5764309462349724,-18.429373843511517,-0.02492310438211262,-0.4417939939384461
154754.100304,164.0,-10.507444903182918,-0.03706455321987649,-1.2369886432877644,-5.564000937907506,-0.0333581334660761,-0.2501965394188985
154759.166864,165.0,-83.76387697155968,-0.5404017852161491,-1.854785733373139,-27.868912716571632,-0.04700658723358065,-0.8315515793633163
154804.313547,166.0,-41.610621047637686,-0.2642958127210727,-1.5030310278995218,-13.678008747630898,-0.023605216140300037,-0.10114918966141716
154809.461553,167.0,-23.43570219585457,-0.11411760687414746,-2.0680705790834635,-9.955870929356369,-0.038434201223135,-0.0799751953653861
154814.425368,168.0,-11.430016201092636,-0.05550659381269375,-1.6066601097055475,-4.272696710117714,-0.0023117844634439103,-0.013704115285009144
154819.680716,169.0,-58.012392111377245,-0.2853210285998458,-2.9316409621123367,-26.548648289280326,-0.0645863619069308,-0.9013682110394241
154824.835584,170.0,-59.97630135199547,-0.5132584178162315,-1.638059185069188,-7.012400385303132,-0.1177554295708984,-0.2089652325859368
154829.947625,171.0,-58.2682980261915,-0.4317940393748285,-1.478190738509373,-13.610703350199271,-0.09025037569624186,-0.007516722543895241
154835.035413,172.0,-60.22810865587237,-0.37899179897876145,-1.1447062508953034,-21.184222507100923,-0.01393839559960738,-0.20531280171575397
154840.099816,173.0,-60.82037959641318,-0.4434808540532044,-2.136963285655168,-14.335330905437582,-0.004671726722270251,-0.26833033795446154
154845.304584,174.0,-31.812928296137407,-0.23952266836136799,-2.6660135032405066,-5.194647956760102,-3.4169468304142336e-05,-0.013972061061061913
154850.393036,175.0,-53.972490678358554,-0.39427338617903834,-0.8290241448804712,-13.71612791557424,-0.005668279126435517,-0.2901243862037659
154855.461513,176.0,-83.01945409205815,-0.5767806943533738,-2.3352772340982058,-23.006107422622556,-0.14832505496412512,-0.6160067412776649
154900.631111,177.0,-96.75696476797046,-0.6831280343290016,-2.4992460751221643,-25.94491525994815,-0.0033566382919922484,-0.3990581272705719
154905.735868,178.0,-53.9054948139865,-0.30816701468649776,-1.7815634854460265,-21.307229859890697,-0.029435543269932266,-0.5136224078020603
154910.899688,179.0,-72.35862193390051,-0.5361463520105466,-1.9127685650070856,-16.83121816783876,-0.007877892818963155,-0.003532901831686497
154915.905284,180.0,-70.79656671992306,-0.45669110078959857,-1.9830433317755376,-23.144413309187637,-0.010628400910094383,-0.4704491251164079
154920.998719,181.0,-46.43827776645017,-0.27788612620290776,-1.5173781200639724,-17.132287026095426,-0.009506827647708355,-0.2616563635074608
154925.968156,182.0,-75.89013168742854,-0.5146066032376688,-0.9172676419470521,-23.512203721714595,-0.0034870166166275744,-0.27862123118197923
154931.008728,183.0,-83.37009072746908,-0.600669158043287,-1.7569156563336814,-21.546259266806683,-0.06094215895254352,-0.7987212046895028
154936.232248,184.0,-50.97360927937148,-0.32499796254979196,-1.339667291218939,-17.134145733173344,-0.10548109735695271,-0.42479301535569136
154941.248004,185.0,-70.76676499137295,-0.5211972276073857,-1.9723924989327357,-16.67464973170164,-2.1735924482345218e-07,-0.06697801694358141
154946.268277,186.0,-168.84689041212374,-1.4635608349208635,-1.9177885830747758,-20.573018336962587,-0.004749077401685062,-0.32355737132513523
154951.487715,187.0,-19.508104669886393,-0.12061108205146603,-2.186560863436244,-5.260435601303543,-0.01589957113159634,-0.00037262541248649257
154956.678111,188.0,-32.89508005661529,-0.1298041479975529,-3.3578485862790672,-16.556816670580936,-0.019530952924042944,-0.3976388432689011
155001.677062,189.0,-63.193245262399124,-0.30807690828419937,-2.2716047544494997,-30.11394967952969,-0.001263838225260377,-0.7091018887504936
155006.913673,190.0,-52.815164067015516,-0.3382892318158519,-2.8144603306138882,-16.17178055481645,-0.02049475706459954,-0.3607816303306371
155012.037142,191.0,-33.493326022959586,-0.21122536163839076,-2.3445362442870925,-10.026253614833411,-0.025809723427236083,-0.16825911543789507
155017.050462,192.0,-78.55643029871395,-0.5175504963426046,-1.4170348369770123,-25.384345827476498,-0.003330203634046018,-0.806395705498919
155022.003471,193.0,-43.96755916601841,-0.26317110077870476,-0.960846922111,-16.689602166036945,-4.289976134896301e-07,-0.2169569672338441
155027.340694,194.0,-26.93576468069033,-0.1747124574294312,-2.8095114206239504,-6.655007517123258,-0.0018906761442124848,-0.0027334189157262444
155032.369406,195.0,-46.99920735509995,-0.2724061230637906,-1.1696600274586706,-18.588935021262216,-0.03439262671379372,-0.21176638034014406
155037.43316,196.0,-43.140806761693504,-0.3303296967823399,-1.3839203196180414,-8.723916763841467,-0.07186930812445655,-0.0966917006174326
155042.633149,197.0,-63.444424300429844,-0.41633880898940445,-1.7998399466757578,-20.010703454813633,-0.010836247670724988,-0.2910812848438322
155047.563802,198.0,-11.80452786414331,-0.0777283674755052,-0.6563046680407092,-3.3753864485520793,-0.002506720160745084,-0.03548195142853632
155052.682104,199.0,-7.591141189043492,-0.01802588666994915,-2.9885701514427834,-2.799982370605793,-0.1641764127267599,-0.0196016443335861
155057.826929,200.0,-10.603272358335591,-0.06456407811355443,-2.7410960722675117,-1.4057684747126364,-0.06712297384968399,-0.07052691195020824
155102.948098,201.0,-42.57386857575078,-0.21694127806917174,-1.1809978025795103,-19.698742966254102,-0.0008916326463222508,-0.15869350666066445
155107.894148,202.0,-65.85622099102031,-0.4142905183148883,-1.2673695761090977,-23.159799583422373,-0.015476335534483193,-0.3494507279170528
155112.965685,203.0,-44.38459808228728,-0.22520068083856415,-1.4253649206731889,-20.43916507775768,-1.50208629965782e-05,-0.06705969687540829
155118.017036,204.0,-78.0193843046412,-0.5511798598811529,-1.1107002838272306,-21.790698032698682,-0.050203857351973656,-0.18636590330134334
